Calorias,Tiempo,Peso,Velocidad
366.1,26.3,53.5,15.1
190.6,14.5,56.4,13.5
577.1,32.7,79.1,12.9
770.7,65.9,53.7,12.6
139.1,11.7,50.7,13.6
96.4,4.2,89.2,15.1
785.5,42.8,72.7,14.6
547.5,27.9,74.6,15.2
235.4,14.5,71.9,13.1
293.5,18.8,68.5,13.2
503.6,28.3,69.6,14.8
74.6,4.6,68.2,13.8
639.3,49.7,54.7,13.6
486.8,30.3,63.2,14.7
536.9,34.4,72.9,12.4
936.9,55.6,72.5,13.5
85.8,4.0,81.9,15.2
723.5,48.8,65.9,13.0
492.1,31.4,58.7,15.5
296.6,20.8,69.0,12.0
472.6,26.8,78.2,13.1
663.6,42.2,59.5,15.3
238.3,25.9,58.3,9.2
1079.4,84.7,78.3,9.4
435.1,33.3,77.1,9.8
686.2,39.6,72.0,13.9
613.2,50.9,56.6,12.3
386.3,22.7,67.9,14.5
105.4,5.5,70.0,15.9
212.9,12.5,85.4,11.6
1454.8,74.0,97.1,11.7
96.9,6.6,85.6,9.9
1017.4,77.7,68.3,11.1
929.2,46.6,73.8,15.6
1134.9,78.1,76.4,11.0
411.8,32.4,57.0,12.9
293.1,23.5,71.0,10.2
407.5,27.4,57.6,14.9
655.3,76.1,44.8,11.1
131.0,9.8,50.8,15.3
1007.0,66.4,69.3,12.7
76.9,4.5,72.8,13.7
713.0,36.4,77.1,14.7
321.3,19.6,73.9,12.8
944.2,68.8,83.6,9.5
306.9,21.9,58.8,13.8
459.5,26.4,66.0,15.3
260.5,13.6,88.5,12.6
367.7,24.5,75.1,11.6
884.6,53.0,67.1,14.4
783.8,35.5,84.6,15.1
372.0,24.1,66.8,13.4
743.2,77.3,48.3,11.5
141.7,10.1,70.8,11.5
1059.5,75.2,78.3,10.4
818.1,70.1,74.2,9.1
953.3,72.0,81.0,9.5
968.5,67.3,62.5,13.3
611.6,40.2,78.1,11.3
279.6,18.6,73.6,11.9
486.6,29.7,61.7,15.4
509.5,32.3,60.9,15.0
1108.1,91.0,75.9,9.3
1158.2,77.6,76.0,11.4
540.3,44.7,65.5,10.7
199.9,11.9,65.3,15.0
188.1,15.5,73.9,9.5
137.0,10.9,68.1,10.7
1051.2,79.3,74.8,10.3
373.0,17.4,82.3,15.1
657.2,38.7,79.9,12.3
88.5,8.5,63.7,9.5
585.8,50.3,66.7,10.1
175.2,12.3,59.1,13.9
377.4,28.9,80.9,9.3
574.4,80.8,41.2,10.0
150.5,10.1,72.0,11.9
265.7,13.9,69.1,16.0
1311.2,77.6,85.0,11.5
1220.5,58.8,79.7,15.1
716.3,35.3,79.1,14.9
1369.6,50.9,102.8,15.2
773.0,57.7,77.1,10.1
752.4,56.8,74.5,10.3
148.6,7.9,81.6,13.3
130.1,7.9,79.0,12.1
775.5,40.5,69.4,16.0
122.0,7.2,73.2,13.5
935.5,72.7,80.4,9.3
952.9,60.3,69.5,13.2
281.9,15.3,77.5,13.8
254.6,14.9,72.8,13.6
453.6,25.1,70.5,14.8
486.4,41.6,65.4,10.3
1055.9,60.6,69.0,14.6
488.2,27.8,84.9,12.0
172.0,13.5,67.5,10.9
849.0,45.1,71.1,15.3
72.9,7.1,63.5,9.4
724.4,40.4,68.2,15.2
572.7,50.3,52.6,12.5
838.7,67.3,76.6,9.4
95.8,4.9,75.4,15.1
866.4,45.9,90.8,12.0
297.2,20.1,81.2,10.6
274.8,22.0,67.9,10.7
1025.1,50.1,77.4,15.3
792.7,45.4,71.7,14.1
396.8,26.3,71.5,12.2
166.2,12.0,88.8,9.0
265.7,19.5,70.7,11.2
260.7,16.9,68.8,13.0
630.3,59.4,56.7,10.8
206.3,16.2,59.6,12.3
807.4,46.7,76.4,13.1
696.7,48.4,74.3,11.2
746.6,42.8,68.2,14.8
786.7,58.1,83.9,9.3
1055.6,50.2,82.7,14.7
1461.5,60.4,94.3,14.9
344.9,20.2,70.1,14.1
574.2,37.2,74.9,11.9
449.1,35.9,75.1,9.7
927.8,55.2,63.2,15.4
888.1,64.7,74.6,10.7
453.1,23.0,84.7,13.5
259.6,15.9,75.7,12.5
562.4,48.2,72.5,9.3
901.7,72.1,69.5,10.4
294.1,21.2,60.5,13.3
522.2,43.4,56.3,12.4
1037.5,77.5,70.7,11.0
129.6,8.1,77.4,11.9
302.5,22.6,69.1,11.2
424.7,38.1,60.8,10.6
675.1,44.7,64.6,13.5
207.2,12.3,66.6,14.6
892.5,59.4,77.4,11.2
878.3,56.3,57.9,15.6
850.5,80.3,55.9,11.0
254.5,14.7,74.2,13.5
101.3,6.7,70.3,12.5
432.3,20.7,83.3,14.5
137.5,6.6,77.2,15.6
487.8,25.2,75.7,14.8
687.3,67.8,61.7,9.5
205.0,11.1,80.2,13.3
968.2,71.1,79.4,9.9
919.5,62.6,66.4,12.8
327.2,21.6,63.1,13.9
250.7,15.2,61.0,15.6
980.4,77.9,79.2,9.2
219.2,19.5,65.1,10.0
875.4,49.0,68.3,15.2
492.8,22.2,82.6,15.5
753.0,55.3,67.6,11.7
1214.1,69.6,88.4,11.4
381.8,21.6,83.9,12.2
850.1,44.9,72.9,15.0
634.6,40.9,65.0,13.8
719.1,47.2,75.8,11.6
202.5,12.3,64.2,14.8
108.7,6.3,64.5,15.5
554.5,38.9,80.7,10.2
407.1,21.4,73.7,14.9
86.2,4.6,68.6,15.9
486.9,28.2,63.7,15.7
910.3,71.8,70.0,10.5
1081.1,58.9,74.7,14.2
422.9,21.1,76.3,15.2
367.9,35.2,64.0,9.5
734.8,47.4,72.9,12.3
503.4,43.5,49.6,13.5
741.5,69.4,55.3,11.2
471.9,35.5,61.8,12.5
854.2,40.4,82.5,14.9
850.1,72.2,62.9,10.8
341.9,31.1,51.0,12.5
533.4,32.1,73.4,13.1
420.5,38.4,61.6,10.3
437.5,21.9,78.2,14.8
581.4,30.5,75.9,14.5
742.8,36.4,76.7,15.4
892.2,49.1,76.4,13.8
797.6,58.6,66.1,11.9
519.7,48.3,47.3,13.2
342.5,21.1,66.0,14.2
437.3,25.0,66.1,15.3
648.7,37.7,68.4,14.6
602.2,63.8,55.9,9.8
711.9,39.6,82.0,12.7
556.9,45.6,60.1,11.8
405.3,26.1,60.6,14.8
275.9,12.7,83.3,15.1
652.7,45.2,61.4,13.6
694.7,40.9,65.8,15.0
413.2,35.3,52.7,12.8
503.5,26.4,79.0,14.0
468.2,41.1,59.4,11.1
1232.0,61.4,86.2,13.5
64.1,7.7,53.3,9.1
416.0,21.2,72.4,15.7
874.9,54.6,78.3,11.8
471.9,36.5,49.4,15.2
160.7,12.0,70.3,11.1
447.3,30.8,70.8,11.9
775.2,88.1,54.1,9.4
1015.1,69.0,74.1,11.5
804.7,49.3,73.3,12.9
318.4,28.9,60.2,10.6
665.5,44.5,58.9,14.7
185.3,10.7,69.7,14.4
537.3,55.5,61.1,9.2
650.9,70.9,52.3,10.2
818.9,43.9,69.3,15.6
643.6,45.4,66.7,12.3
1484.5,82.1,99.6,10.5
600.5,41.6,60.3,13.9
858.3,62.0,68.2,11.8
621.1,55.1,44.2,14.8
879.0,38.4,84.9,15.6
696.5,40.4,73.3,13.6
499.8,47.0,52.4,11.8
579.0,35.3,78.2,12.2
178.5,12.3,71.3,11.8
477.8,26.9,74.3,13.8
90.1,5.9,65.1,13.5
695.8,38.1,70.4,15.0
345.4,37.6,55.7,9.5
592.7,29.7,79.9,14.5
457.3,24.1,85.1,12.9
94.1,7.7,78.5,9.1
1253.2,53.9,87.2,15.4
629.8,26.7,86.2,15.9
589.7,50.0,61.8,11.1
718.3,56.5,59.4,12.4
148.0,13.5,55.2,11.5
805.9,79.6,63.7,9.2
877.3,64.5,63.0,12.5
448.6,33.9,78.5,9.8
561.9,24.2,90.0,15.0
206.5,14.1,74.0,11.4
1329.1,89.1,89.4,9.7
363.9,21.9,79.2,12.2
768.3,53.1,62.1,13.5
780.0,51.3,80.8,10.9
233.2,12.9,70.2,14.9
303.8,17.0,73.7,14.0
936.3,58.1,76.1,12.3
599.5,42.1,77.0,10.7
108.6,8.0,72.3,10.9
248.7,19.7,64.3,11.4
1082.5,59.1,75.2,14.1
201.7,11.8,75.5,13.1
1068.5,63.4,73.6,13.3
218.7,17.9,71.2,9.9
600.0,69.3,55.4,9.0
164.3,10.6,61.5,14.6
728.6,36.1,73.3,15.9
575.7,35.9,85.4,10.9
816.1,50.3,69.1,13.6
621.3,37.2,82.6,11.7
865.3,72.1,71.0,9.8
448.0,32.4,54.7,14.6
105.8,7.3,63.0,13.3
650.9,47.5,58.6,13.6
190.8,9.0,85.7,14.4
467.2,48.1,46.2,12.2
86.7,4.7,73.4,14.6
323.2,25.7,62.3,11.7
373.1,19.8,74.3,14.7
140.4,8.8,64.8,14.3
1047.7,61.2,85.4,11.6
94.0,8.4,50.5,12.8
692.8,49.4,89.1,9.1
448.5,19.6,84.7,15.7
585.7,35.0,68.7,14.1
535.0,40.5,64.4,11.9
570.1,50.8,69.6,9.3
1105.5,83.4,78.2,9.8
873.5,51.0,71.7,13.9
585.0,31.2,77.3,14.0
537.6,50.0,64.0,9.7
1126.5,54.0,81.6,14.8
82.9,8.0,50.1,12.0
642.8,37.2,70.1,14.3
749.1,42.6,66.9,15.2
750.8,67.3,60.4,10.7
586.7,31.7,70.3,15.3
83.8,4.2,78.3,14.7
134.5,8.2,77.7,12.2
774.7,51.2,63.2,13.9
710.8,53.6,72.5,10.6
190.3,13.7,57.7,14.0
292.8,17.7,72.6,13.2
419.6,24.8,67.4,14.6
721.7,39.4,71.8,14.8
1145.2,79.0,83.5,10.1
828.1,67.3,64.8,11.0
220.2,15.9,61.3,13.1
576.9,47.0,71.6,9.9
158.1,10.6,59.9,14.4
573.6,40.0,78.3,10.6
956.2,43.0,82.5,15.6
186.2,14.7,73.0,10.0
948.6,59.5,65.8,14.0
461.5,31.8,83.3,10.1
713.9,46.8,59.1,14.9
172.0,13.4,77.2,9.7
844.9,50.2,71.3,13.7
498.1,41.8,60.1,11.5
541.2,25.2,80.7,15.4
386.0,27.9,71.0,11.3
481.4,34.9,57.1,14.0
450.1,36.9,59.7,11.8
795.5,44.4,65.8,15.8
808.0,37.5,94.2,13.3
131.3,9.1,72.6,11.5
893.7,56.7,62.6,14.6
316.3,20.9,69.9,12.6
435.3,43.8,43.8,13.1
845.1,42.2,82.0,14.1
576.8,37.8,68.8,12.9
578.8,37.9,79.9,11.1
410.8,25.3,59.9,15.7
106.3,7.7,80.7,10.0
619.5,38.1,87.2,10.8
843.3,52.6,68.5,13.5
933.4,60.0,84.4,10.7
822.2,41.2,80.3,14.4
872.5,63.2,56.5,14.2
331.5,21.4,58.3,15.4
206.9,16.6,72.7,9.9
649.8,38.4,77.7,12.6
582.7,32.8,64.4,16.0
831.5,45.8,70.3,15.0
753.1,65.7,73.6,9.0
1007.0,72.5,75.1,10.7
744.2,52.8,60.3,13.5
272.0,29.8,57.8,9.1
145.2,8.5,70.1,14.1
408.4,22.8,65.3,15.9
212.7,13.0,76.9,12.3
905.5,72.5,67.3,10.8
855.8,55.7,75.6,11.8
530.7,39.8,54.1,14.3
1053.9,73.5,77.3,10.7
169.7,12.9,63.7,12.0
645.7,37.2,69.1,14.6
173.0,14.2,73.0,9.7
781.6,78.3,58.7,9.8
1309.0,71.0,88.5,12.1
609.6,52.7,70.5,9.5
390.6,32.9,43.0,16.0
230.8,18.3,74.4,9.8
390.6,30.3,72.4,10.3
343.1,28.3,72.2,9.7
1055.7,61.7,74.4,13.3
112.0,7.4,60.3,14.6
530.6,51.1,65.1,9.2
715.6,36.5,74.6,15.2
824.5,46.4,80.7,12.8
599.6,49.0,70.2,10.1
1191.9,48.3,90.3,15.8
1070.5,57.7,80.3,13.4
910.7,75.1,62.7,11.2
770.2,58.0,77.5,9.9
652.3,67.8,55.5,10.0
500.6,28.5,68.8,14.8
1075.3,50.6,77.8,15.8
250.9,17.9,54.2,15.0
659.2,40.9,63.3,14.7
436.7,34.3,65.2,11.3
732.7,36.4,75.9,15.4
705.9,37.5,81.9,13.3
1247.1,71.8,88.2,11.4
751.0,52.4,56.1,14.8
785.3,61.3,64.1,11.6
195.1,13.9,85.0,9.5
207.7,14.3,77.4,10.8
147.3,11.6,75.0,9.8
460.5,33.3,71.6,11.2
186.8,14.5,62.7,11.9
892.3,49.9,72.4,14.3
615.6,46.6,48.8,15.7
209.8,11.0,76.5,14.4
530.7,37.0,73.7,11.3
283.4,18.2,66.0,13.7
1349.2,53.5,91.6,15.9
337.4,27.5,71.2,10.0
581.6,44.1,70.0,10.9
659.0,43.8,60.4,14.4
847.9,55.2,66.7,13.3
758.4,62.9,64.7,10.8
1032.5,63.4,72.3,13.1
428.9,42.5,61.5,9.5
597.8,46.7,78.3,9.5
943.3,59.6,67.4,13.6
113.4,8.9,64.9,11.3
710.1,47.8,70.5,12.2
301.3,20.0,65.3,13.4
342.9,27.0,51.8,14.2
881.1,76.7,68.0,9.8
383.1,27.4,73.6,11.0
627.7,54.5,65.3,10.2
989.6,65.5,71.2,12.3
1259.5,85.6,92.9,9.2
277.8,19.4,73.5,11.3
714.5,63.4,59.7,10.9
104.0,7.9,62.6,12.1
527.0,43.0,69.9,10.2
721.0,42.9,83.5,11.7
582.7,37.7,77.7,11.5
387.0,23.4,64.9,14.8
495.4,33.1,73.2,11.8
1140.8,74.7,73.8,12.0
1129.0,71.8,90.5,10.1
115.2,6.9,79.5,12.1
728.9,60.2,70.9,9.9
838.0,89.0,54.5,10.0
800.1,51.1,57.8,15.7
546.9,32.0,83.0,11.9
826.7,65.7,63.1,11.5
924.5,65.3,79.6,10.3
825.9,52.2,66.4,13.8
645.0,49.8,61.7,12.2
530.5,24.7,83.4,14.9
900.3,56.5,86.6,10.7
934.4,91.1,62.1,9.6
860.9,40.2,86.7,14.3
861.5,76.1,65.4,10.0
650.8,53.7,53.9,13.0
250.1,15.0,64.8,14.9
319.2,22.2,64.5,12.9
1082.9,63.1,75.1,13.2
877.4,52.9,71.8,13.4
345.6,19.0,77.8,13.5
153.7,10.9,73.9,11.1
1076.0,58.4,83.4,12.8
960.6,44.4,91.7,13.7
615.1,34.2,91.7,11.4
751.7,57.9,61.8,12.2
326.2,14.6,81.1,16.0
718.7,45.4,84.0,10.9
361.7,19.5,68.9,15.6
142.6,7.1,77.8,15.0
201.7,11.5,77.5,13.2
659.5,42.4,68.4,13.2
471.8,31.2,84.2,10.4
242.9,22.9,67.3,9.1
171.3,13.9,71.1,10.0
213.3,21.7,59.8,9.5
487.0,36.0,59.1,13.3
303.2,19.4,63.8,14.2
367.0,20.0,90.8,11.7
676.3,41.0,84.2,11.3
705.2,60.2,59.3,11.5
174.5,14.3,58.0,12.2
766.0,43.4,71.3,14.3
1046.4,53.5,83.9,13.5
728.7,46.8,69.8,12.9
583.6,56.1,59.0,10.2
776.5,70.2,52.1,12.3
174.0,23.2,46.4,9.4
595.2,34.0,81.1,12.5
493.9,47.6,66.4,9.1
871.1,79.7,61.4,10.3
278.7,14.2,83.3,13.7
113.1,8.3,65.1,12.2
717.4,39.2,81.6,13.0
499.6,36.9,69.7,11.2
370.9,21.4,68.8,14.6
132.4,8.5,70.8,12.7
620.7,36.9,62.5,15.6
810.0,59.5,82.6,9.5
347.3,18.2,76.4,14.4
398.5,23.9,75.8,12.7
688.6,57.5,67.0,10.4
1101.7,73.3,76.4,11.4
1187.7,52.9,81.3,16.0
797.8,40.4,79.6,14.4
527.6,36.4,83.5,10.1
487.0,44.6,67.1,9.4
321.0,15.6,75.6,15.8
895.3,81.9,61.6,10.3
692.4,45.1,66.6,13.3
391.4,27.0,76.8,10.9
584.8,51.5,46.4,14.2
818.9,51.5,69.8,13.2
333.2,25.0,52.3,14.7
122.1,6.3,81.5,13.8
124.0,6.5,69.8,15.9
431.5,24.6,70.5,14.4
851.6,61.2,61.5,13.1
241.0,16.6,73.5,11.4
669.9,59.8,71.8,9.0
358.5,19.5,71.0,15.0
597.8,36.5,68.1,13.9
654.8,37.1,64.5,15.8
736.9,74.8,60.1,9.5
823.3,54.3,62.8,14.0
875.1,44.3,79.5,14.4
420.2,27.1,76.9,11.7
1130.0,59.2,90.5,12.2
318.9,25.5,56.1,12.9
71.8,6.9,61.3,9.8
280.9,22.8,76.5,9.3
949.7,80.3,70.1,9.8
829.6,47.3,64.9,15.6
488.5,28.1,64.7,15.6
867.9,51.0,62.8,15.7
278.0,14.0,76.9,15.0
178.0,15.5,68.2,9.8
990.1,56.2,73.5,13.9
593.5,34.3,75.3,13.3
430.1,43.0,60.4,9.6
837.2,45.7,79.7,13.3
832.5,80.8,56.2,10.6
1139.7,71.3,79.6,11.6
268.1,24.3,68.0,9.4
601.0,49.6,67.0,10.5
499.4,33.0,77.4,11.3
253.0,19.3,68.1,11.1
1137.4,57.4,77.9,14.7
828.3,71.5,62.2,10.8
986.9,63.3,67.8,13.3
460.6,41.4,56.1,11.5
745.8,82.2,57.8,9.1
455.3,27.2,68.0,14.2
1188.6,59.0,76.8,15.2
396.6,25.9,69.8,12.7
124.4,8.3,60.1,14.4
343.5,22.7,80.2,10.9
357.6,19.7,92.5,11.4
424.8,22.2,94.8,11.7
560.1,28.3,98.0,11.7
251.6,19.2,64.9,11.7
1263.3,57.6,82.4,15.4
223.4,13.8,66.7,14.1
687.9,62.2,62.6,10.2
458.5,61.6,46.9,9.2
258.8,22.2,64.3,10.5
587.2,30.9,76.3,14.4
448.8,41.5,66.9,9.4
630.2,30.7,85.1,14.0
974.5,66.3,90.4,9.4
716.3,34.2,78.3,15.5
1062.3,56.5,88.6,12.3
238.6,15.0,86.5,10.7
331.6,22.2,56.7,15.3
212.6,18.4,61.4,10.9
573.1,39.0,71.9,11.8
110.5,5.3,89.4,13.5
795.8,46.9,62.6,15.7
359.9,34.8,64.6,9.3
618.9,33.7,69.6,15.3
753.7,65.9,69.4,9.5
249.2,14.4,67.5,14.9
383.8,27.7,58.9,13.6
193.5,8.6,85.6,15.2
904.1,64.5,75.8,10.7
588.2,40.9,67.8,12.3
425.2,21.7,80.1,14.2
210.7,14.4,79.9,10.6
643.6,33.1,73.5,15.3
257.3,22.0,66.8,10.2
216.7,13.4,60.5,15.5
896.3,53.7,63.7,15.2
728.2,62.4,57.9,11.7
394.2,17.7,83.1,15.6
1378.9,78.0,94.9,10.8
967.1,66.2,69.5,12.2
77.7,4.4,66.0,15.4
120.5,8.0,63.1,13.8
105.4,8.6,72.7,9.7
190.8,19.2,61.3,9.4
594.9,40.8,55.9,15.1
975.7,53.6,92.7,11.4
779.6,52.0,60.4,14.4
97.1,8.1,47.0,14.8
1128.6,68.2,73.2,13.1
710.3,45.6,84.4,10.7
223.6,22.4,61.0,9.5
147.5,10.3,61.2,13.5
169.9,9.4,71.9,14.5
263.0,16.5,61.4,15.0
1050.0,72.2,76.2,11.1
973.0,63.9,71.6,12.3
1113.0,44.5,98.6,14.7
425.4,41.6,54.1,10.9
847.0,87.7,55.4,10.1
485.9,39.2,49.4,14.5
94.3,6.5,69.7,12.0
652.9,32.1,75.2,15.7
531.1,33.8,63.1,14.4
139.3,6.5,85.1,14.6
94.5,7.4,73.5,10.0
735.5,46.4,77.5,11.8
486.7,39.5,63.0,11.3
510.6,22.4,85.8,15.4
721.1,64.2,68.2,9.5
959.3,55.4,78.1,12.8
247.8,13.4,68.7,15.5
840.7,50.8,70.7,13.5
781.0,41.4,88.2,12.4
107.9,5.9,76.7,13.8
1078.5,62.7,91.8,10.9
206.6,14.1,80.8,10.5
745.1,62.2,63.0,11.0
121.6,6.2,74.8,15.2
727.8,77.5,53.6,10.2
285.8,20.1,58.6,14.1
736.3,64.5,58.2,11.4
758.3,54.7,50.8,15.8
727.5,50.4,77.2,10.8
561.4,42.6,60.2,12.7
609.2,35.1,78.9,12.8
1298.0,94.0,85.2,9.4
381.2,36.4,50.5,12.0
100.6,8.8,71.0,9.4
967.9,55.0,69.9,14.6
1185.9,63.6,83.7,12.9
117.8,8.0,68.8,12.4
489.4,38.9,49.4,14.8
575.8,48.0,74.5,9.3
215.0,9.1,89.2,15.3
193.7,19.6,61.7,9.3
759.2,48.4,66.0,13.7
413.3,29.2,88.6,9.2
992.9,48.4,74.9,15.9
939.3,77.8,62.6,11.2
871.8,40.9,82.4,15.0
281.8,19.1,53.9,15.9
217.6,9.9,94.2,13.5
514.3,46.7,66.9,9.5
635.6,36.1,66.4,15.4
121.5,9.4,68.1,11.1
894.3,53.2,76.0,12.8
230.2,14.1,66.3,14.3
650.1,48.2,59.1,13.2
927.4,50.9,95.5,11.0
219.4,14.5,71.5,12.3
494.1,40.1,70.5,10.1
475.9,34.8,69.6,11.4
920.2,55.7,62.5,15.3
1042.6,77.7,80.5,9.6
925.4,66.2,69.0,11.7
160.7,10.3,72.8,12.4
378.3,30.4,72.2,10.0
656.7,39.0,85.0,11.5
303.4,29.6,47.0,12.6
521.1,36.9,71.7,11.4
265.2,18.0,70.3,12.2
438.4,31.7,79.3,10.1
210.4,12.5,83.7,11.6
866.0,43.1,73.4,15.9
673.9,51.9,69.0,10.9
453.2,36.6,63.5,11.3
414.7,32.4,63.8,11.6
972.8,69.9,67.7,11.9
134.0,10.8,75.0,9.5
900.4,72.1,77.5,9.3
140.6,8.0,73.6,13.9
561.0,35.7,57.0,16.0
304.6,21.0,61.7,13.6
103.1,6.2,85.5,11.2
558.7,44.3,77.6,9.4
388.7,22.6,88.3,11.3
242.7,17.2,72.7,11.2
830.7,44.2,70.3,15.5
1050.8,76.2,69.4,11.5
1071.6,68.8,75.3,12.0
156.6,11.8,61.3,12.5
153.2,11.5,83.0,9.3
366.7,19.6,70.5,15.4
612.2,31.2,77.0,14.8
559.1,57.6,58.0,9.7
513.9,22.5,89.7,14.8
471.6,40.3,55.3,12.3
537.4,35.5,61.9,14.2
746.3,46.3,64.4,14.5
472.9,39.8,67.5,10.2
772.9,60.2,64.1,11.6
979.3,75.2,67.0,11.3
90.8,7.0,68.7,10.9
1022.1,79.0,81.6,9.2
766.9,48.3,80.4,11.4
663.3,72.5,57.5,9.2
400.3,23.3,63.2,15.8
638.4,33.0,70.0,16.0
697.3,43.5,61.2,15.2
860.9,59.2,71.4,11.8
295.0,17.1,66.7,15.0
79.8,6.2,69.1,10.8
84.6,7.6,61.9,10.4
846.7,45.0,78.4,13.9
171.9,9.2,77.0,14.1
418.0,33.1,78.8,9.3
284.6,33.7,50.6,9.7
814.3,48.3,70.8,13.8
1014.2,83.3,67.4,10.5
308.0,26.2,72.3,9.4
423.8,33.2,61.1,12.1
422.4,31.3,61.7,12.7
678.5,62.8,53.3,11.7
491.2,23.9,87.7,13.6
285.6,13.3,85.8,14.5
86.4,8.3,60.6,10.0
698.7,41.1,63.9,15.4
965.2,83.1,72.3,9.3
232.7,11.8,80.8,14.1
831.8,45.9,71.4,14.7
871.7,55.8,60.6,14.9
830.8,53.0,61.3,14.8
928.1,84.7,67.7,9.4
751.3,78.4,58.6,9.5
1102.3,55.6,84.0,13.7
962.4,57.5,72.2,13.4
134.0,8.1,60.6,15.8
312.6,21.8,71.5,11.6
824.6,61.2,59.1,13.2
326.4,27.4,56.6,12.2
534.0,33.3,63.3,14.6
374.4,32.5,68.8,9.7
777.6,58.4,66.1,11.7
177.4,10.2,86.0,11.7
732.1,77.7,53.0,10.3
202.4,13.9,64.5,13.1
267.0,27.2,60.6,9.4
364.9,20.1,68.7,15.3
78.2,6.8,72.4,9.1
608.9,58.1,41.2,14.7
546.4,33.4,72.5,13.1
1064.8,67.8,70.9,12.8
824.8,44.7,70.8,15.1
224.6,12.3,88.7,11.9
701.1,42.6,61.2,15.6
446.4,30.5,77.2,11.0
1206.8,56.2,82.8,15.0
1060.8,59.1,82.8,12.6
787.5,46.9,73.9,13.2
1076.9,59.0,77.2,13.7
620.5,40.4,87.9,10.1
379.5,22.1,72.8,13.7
513.0,41.3,68.8,10.4
436.2,21.0,75.7,15.9
444.2,24.4,73.2,14.4
740.5,65.1,60.7,10.9
135.8,12.0,59.8,11.0
865.8,47.2,70.3,15.1
909.1,65.0,67.7,12.0
744.6,62.1,55.0,12.6
486.1,31.2,65.0,13.9
566.3,34.5,65.5,14.5
1111.3,55.9,73.0,15.8
821.3,59.3,64.8,12.4
768.5,44.7,71.9,13.9
635.8,35.4,79.8,13.0
581.1,24.9,93.9,14.4
302.8,20.9,71.0,11.8
211.9,15.9,71.3,10.8
1202.6,63.8,88.4,12.4
867.3,71.7,73.1,9.6
476.3,24.5,71.6,15.7
691.7,56.2,68.8,10.4
952.0,57.4,68.0,14.1
788.5,56.0,58.3,14.0
1023.2,56.5,76.2,13.8
456.9,23.5,77.1,14.6
312.4,22.7,54.1,14.7
918.4,46.6,77.2,14.8
261.8,17.0,63.1,14.1
765.8,48.1,64.7,14.3
949.4,65.0,90.1,9.4
246.4,14.3,66.0,15.2
305.5,26.5,70.9,9.4
809.4,42.8,71.3,15.3
298.3,26.7,58.1,11.2
476.7,23.4,76.5,15.4
567.2,45.9,52.1,13.8
690.4,32.7,89.4,13.7
1039.5,63.4,68.5,13.9
203.8,12.5,84.9,11.1
514.4,35.1,70.7,12.0
150.8,9.7,61.7,14.6
681.1,49.5,68.8,11.6
70.0,5.5,62.4,11.8
784.9,63.5,75.5,9.5
863.8,49.9,63.2,15.8
230.0,23.3,56.8,10.1
319.5,16.3,72.4,15.7
948.6,71.1,75.6,10.2
879.8,70.6,67.3,10.7
861.9,73.8,61.3,11.0
322.0,19.7,74.7,12.7
390.5,28.7,57.3,13.8
237.3,16.9,68.5,11.9
1141.9,50.4,104.1,12.6
598.5,58.1,53.6,11.1
996.1,59.3,90.9,10.7
879.7,50.2,78.0,13.0
429.8,46.8,50.4,10.5
1086.3,72.7,77.4,11.2
632.5,32.8,79.5,14.0
1114.7,66.4,78.0,12.5
90.2,7.3,60.5,11.8
634.8,41.2,66.6,13.4
445.3,30.7,57.0,14.7
635.4,39.0,81.2,11.6
283.8,14.4,81.4,14.0
570.0,46.1,65.4,10.9
931.3,56.3,76.9,12.5
755.8,44.2,67.8,14.6
618.9,50.4,54.7,13.0
810.1,50.3,58.7,15.9
246.3,14.8,86.3,11.2
110.1,8.7,56.0,13.1
131.6,10.7,46.0,15.5
563.4,52.0,61.6,10.2
217.7,15.3,73.3,11.3
248.7,18.0,77.1,10.4
239.6,17.9,53.9,14.4
583.2,43.1,66.2,11.8
882.7,68.3,73.3,10.2
446.2,18.9,98.7,13.9
1182.6,67.3,78.7,12.9
969.4,68.2,73.0,11.3
246.2,23.3,55.0,11.1
600.9,31.1,80.9,13.8
357.4,25.5,79.7,10.2
816.5,54.6,59.0,14.7
1104.5,53.0,80.6,15.0
731.9,55.6,63.4,12.0
58.5,5.0,51.7,13.0
90.1,10.1,55.6,9.3
372.2,19.1,83.8,13.5
154.0,10.5,77.7,10.9
299.4,26.7,65.4,9.9
893.2,47.5,68.3,15.9
799.5,52.1,83.5,10.7
228.6,13.0,69.2,14.8
868.9,54.0,72.1,12.9
629.3,35.5,69.8,14.7
88.1,5.9,66.3,13.1
72.3,5.4,58.1,13.3
587.0,34.7,83.5,11.7
996.8,79.8,69.8,10.4
110.6,12.1,58.1,9.1
825.3,43.3,73.8,14.9
390.1,21.3,67.6,15.7
609.0,34.5,71.9,14.2
886.3,56.3,57.7,15.8
327.9,25.3,70.9,10.6
699.9,36.2,85.9,13.0
706.1,33.3,78.3,15.7
915.0,54.1,63.1,15.5
133.6,10.8,77.9,9.2
121.9,8.7,64.3,12.6
1009.9,62.7,78.2,11.9
827.9,71.7,57.3,11.7
860.7,53.4,67.0,13.9
794.4,37.6,81.9,14.9
598.4,43.5,63.5,12.5
270.2,24.6,59.8,10.6
758.9,42.9,68.2,15.0
84.2,5.3,64.6,14.3
966.1,54.1,79.8,13.0
1104.0,62.7,74.7,13.6
